0,43.08924865722656,131.2184600830078
200,18.418899536132812,67.77755737304688
400,13.644899368286133,46.638153076171875
600,12.01578140258789,36.13481521606445
800,11.022053718566895,29.61098289489746
1000,10.048704147338867,25.463815689086914
1200,9.399011611938477,22.32550621032715
1400,8.996502876281738,19.911165237426758
1600,8.630990982055664,18.051538467407227
1800,8.371499061584473,16.608156204223633
2000,8.224702835083008,15.415497779846191
2200,8.123466491699219,14.423751831054688
2400,7.973921775817871,13.627609252929688
2600,7.824803829193115,12.937600135803223
2800,7.779017448425293,12.321002006530762
3000,7.629270553588867,11.77501106262207
3200,7.513237953186035,11.294753074645996
3400,7.377225399017334,10.891985893249512
3600,7.230408191680908,10.521734237670898
3800,7.1461405754089355,10.18681526184082
4000,7.05206298828125,9.893010139465332
4200,6.963914394378662,9.620185852050781
4400,6.894624710083008,9.370312690734863
4600,6.806565284729004,9.128141403198242
4800,6.76048469543457,8.919632911682129
5000,6.69518518447876,8.686019897460938
5200,6.644226551055908,8.487506866455078
5400,6.589310169219971,8.31099796295166
5600,6.544797420501709,8.145760536193848
5800,6.511234760284424,7.999361515045166
6000,6.4714202880859375,7.863343238830566
6200,6.460638999938965,7.731778621673584
6400,6.419631004333496,7.616115570068359
6600,6.38330602645874,7.493725299835205
6800,6.369704246520996,7.384387969970703
7000,6.347119331359863,7.2924933433532715
7200,6.303106307983398,7.191337585449219
7400,6.3009352684021,7.096032619476318
7600,6.2733235359191895,7.0099196434021
7800,6.26645565032959,6.935535430908203
8000,6.254112243652344,6.857919216156006
8200,6.229697227478027,6.788622856140137
8400,6.189026355743408,6.7180986404418945
8600,6.168124198913574,6.653568744659424
8800,6.138054847717285,6.58433723449707
9000,6.10538911819458,6.525284290313721
9200,6.091801643371582,6.471990585327148
9400,6.062575817108154,6.416772842407227
9600,6.051584243774414,6.36088228225708
9800,6.05472469329834,6.314715385437012
10000,6.032040119171143,6.264228343963623
10200,6.001633644104004,6.212845325469971
10400,5.97451114654541,6.164074420928955
10600,5.95023775100708,6.118786334991455
10800,5.932186603546143,6.079397201538086
11000,5.912980079650879,6.0344109535217285
11200,5.903385639190674,5.984765529632568
11400,5.896050930023193,5.941697120666504
11600,5.880520820617676,5.909237384796143
11800,5.862381935119629,5.870110988616943
12000,5.8534932136535645,5.83573055267334
12200,5.831238746643066,5.80444860458374
12400,5.822246551513672,5.771285057067871
12600,5.807915687561035,5.738501071929932
12800,5.788980484008789,5.708794593811035
13000,5.794370174407959,5.680728912353516
13200,5.788205146789551,5.648497581481934
13400,5.782476425170898,5.622701644897461
13600,5.76850700378418,5.598025798797607
13800,5.754148483276367,5.570131778717041
14000,5.741441249847412,5.541868209838867
14200,5.736666679382324,5.518020153045654
14400,5.721723556518555,5.492157459259033
14600,5.715602874755859,5.474946975708008
